cancer,M0_small->M0_large,M0_large->M1_large
coad,-0.3539473178997011,-1.8003520889187816
brca,0.20712206270822525,-1.4445287962421125
luad,0.2698998213040041,-2.34309635363795
stad,-0.48356094762763197,2.4341019177136456
prad,-1.8098999281263652,0.10391242827358775
skcm,0.8056337116456536,-1.6641648297253817
kirp,-2.205063391717944,6.10698168569346
hnsc,-0.6866661215427327,-0.9225303270016185
kirc,5.860599403190848,3.810756253435685
lusc,0.6885066209592244,-2.4728631659376186
lihc,4.717780382112162,2.8231999259332228
thca,0.3691913243492945,4.139545631167754
tgct,2.8485118815213517,-3.0429498204085514
blca,-0.5074339638456113,0.07573956483318357
